weighted_se,Dry_Green_g,pred_Dry_Green_g,abs_err_Dry_Green_g,Dry_Clover_g,pred_Dry_Clover_g,abs_err_Dry_Clover_g,Dry_Dead_g,pred_Dry_Dead_g,abs_err_Dry_Dead_g,GDM_g,pred_GDM_g,abs_err_GDM_g,Dry_Total_g,pred_Dry_Total_g,abs_err_Dry_Total_g,ID,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,GroupID,err_Dry_Green_g,err_Dry_Clover_g,err_Dry_Dead_g,err_GDM_g,err_Dry_Total_g
173.62262,22.1235,39.71875,17.59525,0.0,0.22758989,0.2275898903608322,9.8765,1.4365236,8.43997644329071,22.1235,41.625,19.5015,32.0,42.90625,10.90625,ID1070112260,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,2,-17.59525,-0.2275898903608322,8.43997644329071,-19.5015,-10.90625
170.36588,16.2479,10.97658,5.271320333862306,1.0483,1.1276058,0.0793057958602905,22.5374,11.187514,11.349885694885256,17.2961,11.195326,6.1007741485595695,39.8335,22.671875,17.161625,ID803479541,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,16,5.271320333862306,-0.0793057958602905,11.349885694885256,6.1007741485595695,17.161625
164.62585,56.4923,37.65625,18.83605,0.0,0.15135106,0.1513510644435882,8.3077,20.125,11.8173,56.4923,36.53125,19.96105,64.8,56.375,8.424999999999997,ID354528442,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,11,18.83605,-0.1513510644435882,-11.8173,19.96105,8.424999999999997
159.07932,44.3447,57.375,13.030299999999997,0.0,0.017733192,0.0177331920713186,5.3604,12.74219,7.381790361022949,44.3447,52.375,8.030299999999997,49.7051,65.4375,15.732399999999998,ID1474775613,train/ID1474775613.jpg,2015/5/18,Tas,Ryegrass,0.86,10.0,17,-13.030299999999997,-0.0177331920713186,-7.381790361022949,-8.030299999999997,-15.732399999999998
158.04366,60.9225,78.0625,17.14,0.0,0.14582326,0.1458232551813125,44.5775,41.21875,3.358750000000001,60.9225,77.125,16.2025,105.5,117.75,12.25,ID544444725,train/ID544444725.jpg,2015/10/6,NSW,Fescue,0.59,13.0,12,-17.14,-0.1458232551813125,3.358750000000001,-16.2025,-12.25
157.32755,20.3265,10.000046,10.326454223632812,1.7333,2.0917468,0.3584468070983886,10.5572,4.6463614,5.910838648986816,22.0598,11.82032,10.239479870605468,32.6169,16.984375,15.632525,ID930534670,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,16,10.326454223632812,-0.3584468070983886,5.910838648986816,10.239479870605468,15.632525
156.91231,38.3727,24.453125,13.919575000000002,4.2636,1.316119,2.9474810443878177,4.2636,7.7699537,3.506353727722168,42.6364,25.46875,17.167650000000002,46.9,34.53125,12.36875,ID936984905,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,13,13.919575000000002,2.9474810443878177,-3.506353727722168,17.167650000000002,12.36875
153.63188,6.1907,9.062616,2.871916348266602,1.8208,0.8291001,0.9916999276161194,32.7742,16.5625,16.2117,8.0115,8.718913,0.7074130783081056,40.7857,24.890625,15.895075,ID2069766023,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,16,-2.871916348266602,0.9916999276161194,16.2117,-0.7074130783081056,15.895075
151.15547,59.7472,62.53125,2.7840500000000006,10.0981,0.04408081,10.054019191241265,19.3547,8.648613,10.706087023925782,69.8453,64.125,5.720299999999995,89.2,73.5625,15.637500000000005,ID871463897,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,2,-2.7840500000000006,10.054019191241265,10.706087023925782,5.720299999999995,15.637500000000005
149.47728,10.4651,28.375,17.9099,4.186,4.206418,0.0204180374145508,11.5116,4.106447,7.405152780151367,14.6512,32.34375,17.69255,26.1628,36.09375,9.93095,ID2048645043,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,16,-17.9099,-0.0204180374145508,7.405152780151367,-17.69255,-9.93095
143.78152,21.4667,17.78125,3.68545,3.0667,6.723859,3.657158833312988,7.6667,23.015625,15.348925,24.5333,24.40625,0.1270500000000005,32.2,47.53125,15.331249999999995,ID386216505,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,25,3.68545,-3.657158833312988,-15.348925,0.1270500000000005,-15.331249999999995
141.74048,13.8293,21.0,7.1707,0.0,0.90537596,0.9053759574890136,29.9634,9.461016,20.50238429870605,13.8293,20.984375,7.155075,43.7927,30.8125,12.980200000000004,ID963903358,train/ID963903358.jpg,2015/6/26,Vic,Mixed,0.65,3.0,16,-7.1707,-0.9053759574890136,20.50238429870605,-7.155075,12.980200000000004
140.40732,69.52,52.8125,16.707499999999996,0.0,0.1032287,0.1032287031412124,25.28,41.21875,15.93875,69.52,49.96875,19.55125,94.8,90.1875,4.612499999999997,ID2099464826,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,12,16.707499999999996,-0.1032287031412124,-15.93875,19.55125,4.612499999999997
140.32138,63.3,53.25,10.049999999999995,0.0,0.01794036,0.0179403591901063,0.0,3.5733838,3.5733838081359863,63.3,47.09375,16.206249999999997,63.3,50.9375,12.362499999999995,ID1415329644,train/ID1415329644.jpg,2015/4/1,NSW,Lucerne,0.83,38.0,14,10.049999999999995,-0.0179403591901063,-3.5733838081359863,16.206249999999997,12.362499999999995
137.75119,30.1374,23.125,7.0124,0.0,0.40800497,0.4080049693584442,26.2626,19.75,6.512599999999999,30.1374,21.546875,8.590525,56.4,41.3125,15.0875,ID1782509721,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,12,7.0124,-0.4080049693584442,6.512599999999999,8.590525,15.0875
137.052,26.6001,30.0625,3.462399999999999,0.0,0.37879518,0.378795176744461,36.581,17.8125,18.768500000000003,26.6,30.828125,4.228124999999999,63.1811,49.25,13.9311,ID1421714468,train/ID1421714468.jpg,2015/9/4,Tas,Ryegrass_Clover,0.85,4.5,26,-3.462399999999999,-0.378795176744461,18.768500000000003,-4.228124999999999,13.9311
126.76037,32.9811,36.71875,3.737650000000002,0.0,4.70828,4.708280086517334,5.0189,10.960955,5.942054666137695,32.9811,41.625,8.643900000000002,38.0,52.46875,14.46875,ID1078930021,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,16,-3.737650000000002,-4.708280086517334,-5.942054666137695,-8.643900000000002,-14.46875
124.925415,24.108,30.9375,6.8295,0.0,0.13920899,0.1392089873552322,6.592,16.125,9.533,24.108,29.265625,5.157625,30.7,45.25,14.55,ID552040066,train/ID552040066.jpg,2015/2/24,NSW,Phalaris,0.37,7.0,11,-6.8295,-0.1392089873552322,-9.533,-5.157625,-14.55
124.23198,6.9,9.828178,2.9281784057617184,5.3,2.5302546,2.769745397567749,4.3,18.125,13.825,12.2,13.132814,0.9328144073486336,16.5,30.875,14.375,ID1451025862,train/ID1451025862.jpg,2015/11/10,Tas,Ryegrass_Clover,0.53,2.8333,24,-2.9281784057617184,2.769745397567749,-13.825,-0.9328144073486336,-14.375
122.81444,40.94,22.359375,18.580625,0.0,0.67790717,0.6779071688652039,0.0,14.578126,14.578125953674316,40.94,23.1875,17.752499999999998,40.94,38.125,2.8149999999999977,ID983582017,train/ID983582017.jpg,2015/9/1,WA,Ryegrass,0.64,9.0,20,18.580625,-0.6779071688652039,-14.578125953674316,17.752499999999998,2.8149999999999977
120.660126,47.2541,31.0625,16.1916,0.0,0.1608034,0.1608034074306488,1.8459,19.8125,17.9666,47.2541,29.625,17.6291,49.1,49.1875,0.0874999999999985,ID162394992,train/ID162394992.jpg,2015/2/24,NSW,Ryegrass,0.61,9.0,11,16.1916,-0.1608034074306488,-17.9666,17.6291,-0.0874999999999985
120.175095,83.9254,105.3125,21.387100000000004,0.0,0.016411394,0.0164113938808441,35.1746,21.703125,13.471474999999998,83.9254,100.0625,16.137100000000004,119.1,122.0,2.9000000000000057,ID588120964,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,12,-21.387100000000004,-0.0164113938808441,13.471474999999998,-16.137100000000004,-2.9000000000000057
120.02365,0.3143,14.9296875,14.6153875,30.1768,12.67969,17.49710963897705,14.7741,4.874853,9.899246865844727,30.4912,28.703125,1.7880749999999992,45.2652,34.53125,10.73395,ID1692894460,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,0,-14.6153875,17.49710963897705,9.899246865844727,1.7880749999999992,10.73395
115.818115,84.1829,70.4375,13.745400000000004,0.0,0.011530014,0.0115300137549638,8.6171,13.609376,4.992275953674316,84.1829,67.25,16.932900000000004,92.8,84.1875,8.612499999999997,ID1680597197,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,10,13.745400000000004,-0.0115300137549638,-4.992275953674316,16.932900000000004,8.612499999999997
115.243675,58.3169,61.96875,3.651850000000003,0.0,7.336589,7.3365888595581055,5.3831,2.6949363,2.688163724517822,58.3169,72.0,13.683100000000003,63.7,75.5625,11.862499999999995,ID1149598723,train/ID1149598723.jpg,2015/5/7,NSW,Lucerne,0.87,43.0,23,-3.651850000000003,-7.3365888595581055,2.688163724517822,-13.683100000000003,-11.862499999999995
114.757225,6.8,8.593935,1.793935012817383,0.0,0.3598014,0.3598014116287231,3.0,16.375,13.375,6.8,8.062815,1.2628147125244142,9.8,23.671875,13.871875,ID1119739385,train/ID1119739385.jpg,2015/5/18,Tas,Ryegrass,0.28,4.0,17,-1.793935012817383,-0.3598014116287231,-13.375,-1.2628147125244142,-13.871875
114.52139,22.2985,37.28125,14.98275,0.0,0.81711733,0.8171173334121704,19.2015,4.677316,14.524183811187743,22.2985,40.21875,17.92025,41.5,45.15625,3.65625,ID1573329652,train/ID1573329652.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.61,6.0,2,-14.98275,-0.8171173334121704,14.524183811187743,-17.92025,-3.65625
111.79025,9.0,9.828178,0.8281784057617188,1.5,0.44459262,1.0554073750972748,7.6,23.015625,15.415625,10.5,9.64069,0.8593101501464844,18.1,31.34375,13.24375,ID968643034,train/ID968643034.jpg,2015/11/10,Tas,Ryegrass_Clover,0.38,2.6667,24,-0.8281784057617188,1.0554073750972748,-15.415625,0.8593101501464844,-13.24375
111.13615,3.788,21.1875,17.3995,35.0394,13.765626,21.273774046325684,12.3111,7.0516477,5.259452336883545,38.8275,35.5,3.327500000000001,51.1386,43.3125,7.826099999999997,ID1784585001,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,0,-17.3995,21.273774046325684,5.259452336883545,3.327500000000001,7.826099999999997
110.09097,22.7857,20.734375,2.0513249999999985,0.0,0.35002783,0.3500278294086456,6.2143,21.46875,15.25445,22.7857,20.46875,2.3169499999999985,29.0,42.0625,13.0625,ID353424190,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,10,2.0513249999999985,-0.3500278294086456,-15.25445,2.3169499999999985,-13.0625
109.4384,23.2,13.734376,9.465624046325685,5.8,4.3181024,1.4818976402282713,5.8,3.968305,1.8316948890686036,29.0,18.203125,10.796875,34.8,22.421875,12.378124999999995,ID875119737,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,25,9.465624046325685,1.4818976402282713,1.8316948890686036,10.796875,12.378124999999995
109.13944,21.3496,15.0546875,6.294912499999999,2.3081,2.3255024,0.0174023956298827,15.0024,7.805095,7.197304804229736,23.6576,16.9375,6.720099999999999,38.66,25.171875,13.488124999999997,ID95050718,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,16,6.294912499999999,-0.0174023956298827,7.197304804229736,6.720099999999999,13.488124999999997
108.37388,40.4108,27.578125,12.832675000000002,5.773,7.805095,2.032095195770264,7.2162,6.361104,0.8550959884643552,46.1838,35.5,10.683799999999998,53.4,41.6875,11.7125,ID1108283583,train/ID1108283583.jpg,2015/8/19,Vic,Phalaris_Ryegrass_Clover,0.83,5.5,19,12.832675000000002,-2.032095195770264,0.8550959884643552,10.683799999999998,11.7125
107.95207,21.4,14.281251,7.118749046325682,6.5244,6.770679,0.2462789970397949,14.8756,31.9375,17.0619,27.9244,21.65625,6.268149999999999,42.8,54.28125,11.481250000000005,ID1789834546,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,18,7.118749046325682,-0.2462789970397949,-17.0619,6.268149999999999,-11.481250000000005
105.96023,37.1257,28.859375,8.266325000000002,0.0,0.24105027,0.2410502731800079,10.3826,29.015625,18.633025,37.1257,28.171875,8.953825000000002,47.5083,57.34375,9.835450000000002,ID1618145129,train/ID1618145129.jpg,2015/11/10,Tas,Ryegrass_Clover,0.84,4.1667,24,8.266325000000002,-0.2410502731800079,-18.633025,8.953825000000002,-9.835450000000002
103.10001,32.191,38.5,6.3089999999999975,23.0755,23.34375,0.2682499999999983,2.6135,9.1797905,6.566290496826172,55.2665,61.21875,5.952249999999999,57.88,71.125,13.244999999999996,ID1036339023,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,9,-6.3089999999999975,-0.2682499999999983,-6.566290496826172,-5.952249999999999,-13.244999999999996
101.65988,2.3346,18.546875,16.212274999999998,35.9533,13.554688,22.39861154632568,16.3424,15.359375,0.9830250000000014,38.2879,32.5,5.7879000000000005,54.6304,48.5625,6.067900000000002,ID6269659,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,0,-16.212274999999998,22.39861154632568,0.9830250000000014,5.7879000000000005,6.067900000000002
100.72601,24.7245,25.6875,0.963000000000001,3.1698,11.781258,8.61145762939453,5.7057,7.918333,2.212633053588867,27.8943,37.8125,9.9182,33.6,45.6875,12.0875,ID383231615,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,16,-0.963000000000001,-8.61145762939453,-2.212633053588867,-9.9182,-12.0875
100.54259,18.772,9.4141445,9.357855484008788,6.859,1.4958618,5.363138231277466,10.469,15.5703125,5.101312500000001,25.631,11.343761,14.287238555908203,36.1,26.5625,9.5375,ID1954669045,train/ID1954669045.jpg,2015/6/30,Vic,Phalaris_Clover,0.78,2.8,4,9.357855484008788,5.363138231277466,-5.101312500000001,14.287238555908203,9.5375
100.49218,19.0341,32.375,13.3409,0.0,1.547768,1.547767996788025,14.4659,3.4332066,11.03269344177246,19.0341,35.5625,16.5284,33.5,39.09375,5.59375,ID1948354837,train/ID1948354837.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.63,5.0,2,-13.3409,-1.547767996788025,11.03269344177246,-16.5284,-5.59375
99.97511,28.0865,41.5,13.4135,0.0,0.31602976,0.3160297572612762,10.0135,1.8869761,8.12652387714386,28.0865,43.6875,15.601,38.1,45.40625,7.306249999999999,ID1473228876,train/ID1473228876.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.72,8.0,2,-13.4135,-0.3160297572612762,8.12652387714386,-15.601,-7.306249999999999
94.58922,22.9088,9.554758,13.354041928100584,0.7552,3.6608136,2.905613570022583,8.3076,8.047195,0.2604045654296882,23.664,13.085939,10.578060592651369,31.9716,21.625,10.3466,ID488873801,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,16,13.354041928100584,-2.905613570022583,0.2604045654296882,10.578060592651369,10.3466
93.23406,57.0895,40.46875,16.62075,17.0913,21.03125,3.93995,6.4092,11.898444,5.489244175720215,74.1808,60.78125,13.399550000000003,80.59,73.5,7.090000000000003,ID1620371305,train/ID1620371305.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,10.0,9,16.62075,-3.93995,-5.489244175720215,13.399550000000003,7.090000000000003
91.764404,28.0887,18.484375,9.604325,12.4113,7.227289,5.184010800170899,0.0,9.101674,9.10167407989502,40.5,24.78125,15.71875,40.5,33.84375,6.65625,ID1148528732,train/ID1148528732.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,3.2,22,9.604325,5.184010800170899,-9.10167407989502,15.71875,6.65625
91.37244,33.2077,31.40625,1.8014500000000029,15.3953,27.90625,12.51095,2.417,3.0970178,0.6800177650451662,48.603,59.40625,10.803249999999998,51.02,61.21875,10.198749999999997,ID142751858,train/ID142751858.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,15,1.8014500000000029,-12.51095,-0.6800177650451662,-10.803249999999998,-10.198749999999997
91.009,22.4712,28.5625,6.0913,1.0962,2.2500443,1.1538443458557128,4.9327,9.898488,4.96578804473877,23.5673,30.65625,7.0889500000000005,28.5,40.71875,12.21875,ID2091439402,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,16,-6.0913,-1.1538443458557128,-4.96578804473877,-7.0889500000000005,-12.21875
90.24005,0.0,6.3962007,6.396200656890869,22.69,5.0028353,17.687164726257325,0.0,2.555448,2.555448055267334,22.69,11.937507,10.752493324279786,22.69,14.8046875,7.885312500000001,ID1403107574,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,6,-6.396200656890869,17.687164726257325,-2.555448055267334,10.752493324279786,7.885312500000001
87.75357,20.8,2.144151,18.655849027633668,4.91,23.046875,18.136875,0.0,5.655847,5.655847072601318,25.71,24.75,0.9600000000000009,25.71,31.484375,5.774374999999999,ID194823383,train/ID194823383.jpg,2015/7/8,WA,Clover,0.66,3.0,21,18.655849027633668,-18.136875,-5.655847072601318,0.9600000000000009,-5.774374999999999
87.330956,8.4236,24.15625,15.73265,13.4778,9.632878,3.844921696472168,35.0985,19.484375,15.614125,21.9015,32.90625,11.00475,57.0,52.0,5.0,ID1894998379,train/ID1894998379.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,4.3,1,-15.73265,3.844921696472168,15.614125,-11.00475,5.0
87.007935,26.2547,27.34375,1.0890500000000003,22.2594,10.226599,12.032801260375976,11.9858,28.3125,16.326700000000002,48.5142,38.3125,10.201700000000002,60.5,67.5625,7.0625,ID443091455,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,18,-1.0890500000000003,12.032801260375976,-16.326700000000002,10.201700000000002,-7.0625
86.33943,43.2143,35.625,7.5893000000000015,0.9821,0.1020854,0.8800146033525467,10.8036,11.640634,0.8370335830688482,44.1964,32.875,11.321399999999995,55.0,44.53125,10.46875,ID423506847,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,22,7.5893000000000015,0.8800146033525467,-0.8370335830688482,11.321399999999995,10.46875
86.26722,27.5062,33.875,6.3688,0.0,0.49555355,0.4955535531044006,38.1288,40.5625,2.4337000000000018,27.5062,35.46875,7.96255,65.635,77.375,11.739999999999997,ID317990700,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,26,-6.3688,-0.4955535531044006,-2.4337000000000018,-7.96255,-11.739999999999997
84.75943,9.35,13.148439,3.798439407348633,0.55,3.033709,2.4837090492248537,3.3,7.8558564,4.555856418609619,9.9,16.59375,6.69375,13.2,25.171875,11.971875,ID2002797732,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,13,-3.798439407348633,-2.4837090492248537,-4.555856418609619,-6.69375,-11.971875
84.56447,28.8667,44.03125,15.164549999999998,67.8977,54.8125,13.0852,11.4857,17.171875,5.686175,96.7643,97.625,0.8606999999999942,108.25,117.3125,9.0625,ID1471216911,train/ID1471216911.jpg,2015/9/30,Vic,Phalaris_Clover,0.85,16.0,9,-15.164549999999998,13.0852,-5.686175,-0.8606999999999942,-9.0625
83.166565,22.932,34.09375,11.16175,0.0,1.0754524,1.075452446937561,10.168,2.7569933,7.411006706237792,22.932,37.1875,14.2555,33.1,40.09375,6.993749999999999,ID1624268863,train/ID1624268863.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.56,4.0,2,-11.16175,-1.075452446937561,7.411006706237792,-14.2555,-6.993749999999999
81.5027,3.3755,7.766049,4.390548908233642,3.6166,5.7648597,2.148259676361084,3.6166,8.211209,4.594609297180176,6.9921,13.585938,6.593838453674317,10.6087,22.296875,11.688175,ID605134229,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,16,-4.390548908233642,-2.148259676361084,-4.594609297180176,-6.593838453674317,-11.688175
79.97835,17.2131,27.609375,10.396275,0.0,0.25964266,0.2596426606178283,24.7869,25.03125,0.2443500000000007,17.2131,27.3125,10.0994,42.0,51.875,9.875,ID1268934251,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,1,-10.396275,-0.2596426606178283,-0.2443500000000007,-10.0994,-9.875
79.95249,28.2559,26.828125,1.4277750000000005,0.0,0.20302239,0.2030223906040191,38.9588,29.578125,9.380674999999997,28.2558,26.1875,2.0683000000000007,67.2147,55.375,11.839699999999992,ID750820644,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,17,1.4277750000000005,-0.2030223906040191,9.380674999999997,2.0683000000000007,11.839699999999992
78.955025,19.4992,12.195317,7.303882731628416,7.2336,12.140631,4.907030722045898,14.4672,26.546875,12.079675,26.7328,24.53125,2.201550000000001,41.2,51.75,10.549999999999995,ID1510574031,train/ID1510574031.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,18,7.303882731628416,-4.907030722045898,-12.079675,2.201550000000001,-10.549999999999995
78.48708,15.9528,11.75782,4.194979870605469,0.1834,0.49765584,0.314255838727951,12.8356,27.90625,15.07065,16.1362,12.007818,4.1283817779541,28.9718,39.03125,10.059449999999998,ID1993907137,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,17,4.194979870605469,-0.314255838727951,-15.07065,4.1283817779541,-10.059449999999998
77.289,28.5031,22.265625,6.237475,0.0,0.25084373,0.250843733549118,9.8969,25.546875,15.649975,28.5031,21.625,6.8781,38.4,47.28125,8.881250000000001,ID1488408526,train/ID1488408526.jpg,2015/2/25,NSW,Fescue,0.48,6.0,10,6.237475,-0.250843733549118,-15.649975,6.8781,-8.881250000000001
76.42389,51.2725,49.53125,1.7412500000000009,34.9938,23.734375,11.259425,3.5437,9.609442,6.065741757202149,86.2663,72.4375,13.8288,89.81,83.25,6.560000000000002,ID1753847361,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,9,1.7412500000000009,11.259425,-6.065741757202149,13.8288,6.560000000000002
75.93137,28.0322,39.4375,11.4053,0.0,1.4417384,1.4417383670806885,16.6678,3.5335424,13.134257605361938,28.0322,42.875,14.8428,44.7,46.375,1.6749999999999972,ID1314135397,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,2,-11.4053,-1.4417383670806885,13.134257605361938,-14.8428,-1.6749999999999972
75.6201,12.0601,10.617212,1.4428877044677737,24.6445,14.8359375,9.8085625,4.1948,5.402951,1.2081507637023927,36.7046,25.765625,10.938975,40.8994,31.765625,9.133775,ID978026131,train/ID978026131.jpg,2015/9/4,Tas,Clover,0.83,3.1667,26,1.4428877044677737,9.8085625,-1.2081507637023927,10.938975,9.133775
74.990906,37.7143,27.75,9.9643,3.1429,3.5714855,0.4285855194091796,3.1429,2.8929448,0.2499551872253418,40.8571,31.75,9.107100000000004,44.0,34.15625,9.84375,ID1343327476,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,25,9.9643,-0.4285855194091796,0.2499551872253418,9.107100000000004,9.84375
74.48741,0.7,6.064826,5.364826011657715,0.34,1.8080093,1.4680092668533324,0.0,3.2767625,3.2767624855041504,1.04,8.172157,7.132157287597656,1.04,12.007818,10.9678182220459,ID1963715583,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,21,-5.364826011657715,-1.4680092668533324,-3.2767624855041504,-7.132157287597656,-10.9678182220459
73.624146,17.341,17.828125,0.4871249999999989,1.4451,0.6531774,0.7919226194381714,40.1734,29.65625,10.51715,18.7861,18.796875,0.0107749999999988,58.9595,47.78125,11.178249999999998,ID1962379474,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,24,-0.4871249999999989,0.7919226194381714,10.51715,-0.0107749999999988,11.178249999999998
72.068275,10.5261,7.266324,3.259775956726074,0.4343,0.60733396,0.1730339581489562,23.2239,14.9296875,8.2942125,10.9605,8.000336,2.9601643066406247,34.1844,23.015625,11.168774999999997,ID1035947949,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,27,3.259775956726074,-0.1730339581489562,8.2942125,2.9601643066406247,11.168774999999997
71.835365,19.9924,12.83594,7.156459638977051,6.4127,1.2620003,5.150699677658081,3.3949,7.863666,4.46876605758667,26.4051,14.023438,12.381661546325684,29.8,21.875,7.925000000000001,ID332742639,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,22,7.156459638977051,5.150699677658081,-4.46876605758667,12.381661546325684,7.925000000000001
69.51253,13.4232,12.984377,0.4388230926513667,0.2727,1.7431209,1.470420908737183,6.3317,15.4453125,9.1136125,13.6959,15.1640625,1.4681625,20.0276,31.03125,11.00365,ID1193692654,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,27,0.4388230926513667,-1.470420908737183,-9.1136125,-1.4681625,-11.00365
69.06121,6.7,8.179968,1.4799678802490233,3.8,3.1343477,0.6656523227691649,5.2,14.7890625,9.5890625,10.5,11.976569,1.4765691757202148,15.7,26.578125,10.878125,ID1953218650,train/ID1953218650.jpg,2015/11/10,Tas,Ryegrass_Clover,0.5,3.1667,24,-1.4799678802490233,0.6656523227691649,-9.5890625,-1.4765691757202148,-10.878125
67.6949,30.3109,41.75,11.4391,0.0,0.2790032,0.2790032029151916,16.4891,3.4029808,13.08611919555664,30.3109,43.9375,13.6266,46.8,47.625,0.8250000000000028,ID1472525822,train/ID1472525822.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.7,7.0,2,-11.4391,-0.2790032029151916,13.08611919555664,-13.6266,-0.8250000000000028
67.6367,1.3688,7.844142,6.475341960144043,21.0801,6.497602,14.582498014068603,7.9393,6.790188,1.1491121643066409,22.4489,15.0546875,7.394212499999998,30.3882,22.5,7.888200000000001,ID1053972079,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,26,-6.475341960144043,14.582498014068603,1.1491121643066409,7.394212499999998,7.888200000000001
67.2851,12.3801,16.03125,3.65115,14.7281,6.0180626,8.710037408447265,6.1901,18.703125,12.513025,27.1082,23.109375,3.998825,33.2982,42.1875,8.889299999999999,ID1414371018,train/ID1414371018.jpg,2015/11/10,Tas,Ryegrass_Clover,0.72,3.1667,24,-3.65115,8.710037408447265,-12.513025,3.998825,-8.889299999999999
67.08557,12.9966,16.71875,3.722149999999999,0.0,1.0841581,1.0841580629348757,9.0731,14.546876,5.473775953674316,12.9966,17.9375,4.940899999999999,22.0697,32.8125,10.7428,ID210865340,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,13,-3.722149999999999,-1.0841580629348757,-5.473775953674316,-4.940899999999999,-10.7428
66.671745,73.0137,76.6875,3.6738,0.0,0.19148707,0.1914870738983154,33.5863,41.65625,8.069949999999999,73.0137,76.25,3.2363,106.6,117.25,10.650000000000006,ID684062938,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,12,-3.6738,-0.1914870738983154,-8.069949999999999,-3.2363,-10.650000000000006
