ID,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,GroupID,pred_Dry_Green_g,err_Dry_Green_g,abs_err_Dry_Green_g,pred_Dry_Clover_g,err_Dry_Clover_g,abs_err_Dry_Clover_g,pred_Dry_Dead_g,err_Dry_Dead_g,abs_err_Dry_Dead_g,pred_GDM_g,err_GDM_g,abs_err_GDM_g,pred_Dry_Total_g,err_Dry_Total_g,abs_err_Dry_Total_g,weighted_se
ID8209776,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,9.9586,14.108,12.0333,36.1,21.992,16,17.90625,-5.8729499999999994,5.8729499999999994,15.6640625,-5.705462499999999,5.705462499999999,18.625,-4.5169999999999995,4.5169999999999995,33.96875,-11.97675,11.97675,52.65625,-16.55625,16.55625,174.48795
ID1623964968,train/ID1623964968.jpg,2015/11/9,Tas,Ryegrass_Clover,0.44,2.3333,10.0977,21.4983,19.5439,51.1398,29.6415,0,10.867207,8.676693426513673,8.676693426513673,5.441841,4.655858874511718,4.655858874511718,17.203125,4.295175,4.295175,17.078125,12.563375,12.563375,34.96875,16.17105,16.17105,173.86018
ID1070112260,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,0.0,9.8765,22.1235,32.0,22.1235,2,39.71875,-17.59525,17.59525,0.22758989,-0.22758989036083221,0.22758989036083221,1.4365236,8.43997644329071,8.43997644329071,41.625,-19.5015,19.5015,42.90625,-10.90625,10.90625,173.62262
ID803479541,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,1.0483,22.5374,16.2479,39.8335,17.2961,16,10.97658,5.271320333862306,5.271320333862306,1.1276058,-0.07930579586029052,0.07930579586029052,11.187514,11.349885694885256,11.349885694885256,11.195326,6.1007741485595695,6.1007741485595695,22.671875,17.161625,17.161625,170.36588
ID354528442,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,0.0,8.3077,56.4923,64.8,56.4923,11,37.65625,18.83605,18.83605,0.15135106,-0.15135106444358826,0.15135106444358826,20.125,-11.8173,11.8173,36.53125,19.96105,19.96105,56.375,8.424999999999997,8.424999999999997,164.62585
ID1474775613,train/ID1474775613.jpg,2015/5/18,Tas,Ryegrass,0.86,10.0,0.0,5.3604,44.3447,49.7051,44.3447,17,57.375,-13.030299999999997,13.030299999999997,0.017733192,-0.017733192071318626,0.017733192071318626,12.74219,-7.381790361022949,7.381790361022949,52.375,-8.030299999999997,8.030299999999997,65.4375,-15.732399999999998,15.732399999999998,159.07932
ID544444725,train/ID544444725.jpg,2015/10/6,NSW,Fescue,0.59,13.0,0.0,44.5775,60.9225,105.5,60.9225,12,78.0625,-17.14,17.14,0.14582326,-0.14582325518131256,0.14582325518131256,41.21875,3.3587500000000006,3.3587500000000006,77.125,-16.2025,16.2025,117.75,-12.25,12.25,158.04366
ID930534670,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,1.7333,10.5572,20.3265,32.6169,22.0598,16,10.000046,10.326454223632812,10.326454223632812,2.0917468,-0.3584468070983886,0.3584468070983886,4.6463614,5.910838648986816,5.910838648986816,11.82032,10.239479870605468,10.239479870605468,16.984375,15.632525000000001,15.632525000000001,157.32755
ID936984905,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,4.2636,4.2636,38.3727,46.9,42.6364,13,24.453125,13.919575000000002,13.919575000000002,1.316119,2.9474810443878177,2.9474810443878177,7.7699537,-3.5063537277221677,3.5063537277221677,25.46875,17.167650000000002,17.167650000000002,34.53125,12.368749999999999,12.368749999999999,156.91231
ID2069766023,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,1.8208,32.7742,6.1907,40.7857,8.0115,16,9.062616,-2.871916348266602,2.871916348266602,0.8291001,0.9916999276161194,0.9916999276161194,16.5625,16.2117,16.2117,8.718913,-0.7074130783081056,0.7074130783081056,24.890625,15.895074999999999,15.895074999999999,153.63188
ID871463897,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,10.0981,19.3547,59.7472,89.2,69.8453,2,62.53125,-2.7840500000000006,2.7840500000000006,0.04408081,10.054019191241265,10.054019191241265,8.648613,10.706087023925782,10.706087023925782,64.125,5.720299999999995,5.720299999999995,73.5625,15.637500000000003,15.637500000000003,151.15547
ID2048645043,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,4.186,11.5116,10.4651,26.1628,14.6512,16,28.375,-17.9099,17.9099,4.206418,-0.020418037414550838,0.020418037414550838,4.106447,7.405152780151367,7.405152780151367,32.34375,-17.69255,17.69255,36.09375,-9.93095,9.93095,149.47728
ID386216505,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,3.0667,7.6667,21.4667,32.2,24.5333,25,17.78125,3.6854499999999994,3.6854499999999994,6.723859,-3.6571588333129883,3.6571588333129883,23.015625,-15.348925000000001,15.348925000000001,24.40625,0.12705000000000055,0.12705000000000055,47.53125,-15.331249999999997,15.331249999999997,143.78152
ID963903358,train/ID963903358.jpg,2015/6/26,Vic,Mixed,0.65,3.0,0.0,29.9634,13.8293,43.7927,13.8293,16,21.0,-7.1707,7.1707,0.90537596,-0.9053759574890137,0.9053759574890137,9.461016,20.502384298706055,20.502384298706055,20.984375,-7.155075,7.155075,30.8125,12.980200000000004,12.980200000000004,141.74048
ID2099464826,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,0.0,25.28,69.52,94.8,69.52,12,52.8125,16.707499999999996,16.707499999999996,0.1032287,-0.10322870314121246,0.10322870314121246,41.21875,-15.938749999999999,15.938749999999999,49.96875,19.551249999999996,19.551249999999996,90.1875,4.612499999999997,4.612499999999997,140.40732
ID1415329644,train/ID1415329644.jpg,2015/4/1,NSW,Lucerne,0.83,38.0,0.0,0.0,63.3,63.3,63.3,14,53.25,10.049999999999997,10.049999999999997,0.01794036,-0.017940359190106392,0.017940359190106392,3.5733838,-3.5733838081359863,3.5733838081359863,47.09375,16.206249999999997,16.206249999999997,50.9375,12.362499999999997,12.362499999999997,140.32138
ID1782509721,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,0.0,26.2626,30.1374,56.4,30.1374,12,23.125,7.0123999999999995,7.0123999999999995,0.40800497,-0.4080049693584442,0.4080049693584442,19.75,6.512599999999999,6.512599999999999,21.546875,8.590525,8.590525,41.3125,15.087499999999999,15.087499999999999,137.75119
ID1421714468,train/ID1421714468.jpg,2015/9/4,Tas,Ryegrass_Clover,0.85,4.5,0.0,36.581,26.6001,63.1811,26.6,26,30.0625,-3.462399999999999,3.462399999999999,0.37879518,-0.37879517674446106,0.37879517674446106,17.8125,18.768500000000003,18.768500000000003,30.828125,-4.228124999999999,4.228124999999999,49.25,13.9311,13.9311,137.052
ID1078930021,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,0.0,5.0189,32.9811,38.0,32.9811,16,36.71875,-3.737650000000002,3.737650000000002,4.70828,-4.708280086517334,4.708280086517334,10.960955,-5.942054666137695,5.942054666137695,41.625,-8.643900000000002,8.643900000000002,52.46875,-14.46875,14.46875,126.76037
ID552040066,train/ID552040066.jpg,2015/2/24,NSW,Phalaris,0.37,7.0,0.0,6.592,24.108,30.7,24.108,11,30.9375,-6.8294999999999995,6.8294999999999995,0.13920899,-0.13920898735523224,0.13920898735523224,16.125,-9.533000000000001,9.533000000000001,29.265625,-5.1576249999999995,5.1576249999999995,45.25,-14.55,14.55,124.925415
ID1451025862,train/ID1451025862.jpg,2015/11/10,Tas,Ryegrass_Clover,0.53,2.8333,5.3,4.3,6.9,16.5,12.2,24,9.828178,-2.9281784057617184,2.9281784057617184,2.5302546,2.769745397567749,2.769745397567749,18.125,-13.825,13.825,13.132814,-0.9328144073486335,0.9328144073486335,30.875,-14.375,14.375,124.23198
ID983582017,train/ID983582017.jpg,2015/9/1,WA,Ryegrass,0.64,9.0,0.0,0.0,40.94,40.94,40.94,20,22.359375,18.580624999999998,18.580624999999998,0.67790717,-0.6779071688652039,0.6779071688652039,14.578126,-14.578125953674316,14.578125953674316,23.1875,17.752499999999998,17.752499999999998,38.125,2.8149999999999977,2.8149999999999977,122.81444
ID162394992,train/ID162394992.jpg,2015/2/24,NSW,Ryegrass,0.61,9.0,0.0,1.8459,47.2541,49.1,47.2541,11,31.0625,16.1916,16.1916,0.1608034,-0.1608034074306488,0.1608034074306488,19.8125,-17.9666,17.9666,29.625,17.6291,17.6291,49.1875,-0.08749999999999858,0.08749999999999858,120.660126
ID588120964,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,0.0,35.1746,83.9254,119.1,83.9254,12,105.3125,-21.387100000000004,21.387100000000004,0.016411394,-0.016411393880844116,0.016411393880844116,21.703125,13.471474999999998,13.471474999999998,100.0625,-16.137100000000004,16.137100000000004,122.0,-2.9000000000000057,2.9000000000000057,120.175095
ID1692894460,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,30.1768,14.7741,0.3143,45.2652,30.4912,0,14.9296875,-14.6153875,14.6153875,12.67969,17.49710963897705,17.49710963897705,4.874853,9.899246865844727,9.899246865844727,28.703125,1.7880749999999992,1.7880749999999992,34.53125,10.73395,10.73395,120.02365
ID1680597197,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,0.0,8.6171,84.1829,92.8,84.1829,10,70.4375,13.745400000000004,13.745400000000004,0.011530014,-0.011530013754963875,0.011530013754963875,13.609376,-4.992275953674316,4.992275953674316,67.25,16.932900000000004,16.932900000000004,84.1875,8.612499999999997,8.612499999999997,115.818115
ID1149598723,train/ID1149598723.jpg,2015/5/7,NSW,Lucerne,0.87,43.0,0.0,5.3831,58.3169,63.7,58.3169,23,61.96875,-3.651850000000003,3.651850000000003,7.336589,-7.3365888595581055,7.3365888595581055,2.6949363,2.688163724517822,2.688163724517822,72.0,-13.683100000000003,13.683100000000003,75.5625,-11.862499999999997,11.862499999999997,115.243675
ID1119739385,train/ID1119739385.jpg,2015/5/18,Tas,Ryegrass,0.28,4.0,0.0,3.0,6.8,9.8,6.8,17,8.593935,-1.793935012817383,1.793935012817383,0.3598014,-0.35980141162872314,0.35980141162872314,16.375,-13.375,13.375,8.062815,-1.2628147125244142,1.2628147125244142,23.671875,-13.871875,13.871875,114.757225
ID1573329652,train/ID1573329652.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.61,6.0,0.0,19.2015,22.2985,41.5,22.2985,2,37.28125,-14.98275,14.98275,0.81711733,-0.8171173334121704,0.8171173334121704,4.677316,14.524183811187743,14.524183811187743,40.21875,-17.92025,17.92025,45.15625,-3.65625,3.65625,114.52139
ID968643034,train/ID968643034.jpg,2015/11/10,Tas,Ryegrass_Clover,0.38,2.6667,1.5,7.6,9.0,18.1,10.5,24,9.828178,-0.8281784057617188,0.8281784057617188,0.44459262,1.0554073750972748,1.0554073750972748,23.015625,-15.415625,15.415625,9.64069,0.8593101501464844,0.8593101501464844,31.34375,-13.243749999999999,13.243749999999999,111.79025
ID1784585001,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,35.0394,12.3111,3.788,51.1386,38.8275,0,21.1875,-17.3995,17.3995,13.765626,21.273774046325684,21.273774046325684,7.0516477,5.259452336883545,5.259452336883545,35.5,3.3275000000000006,3.3275000000000006,43.3125,7.826099999999997,7.826099999999997,111.13615
ID353424190,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,0.0,6.2143,22.7857,29.0,22.7857,10,20.734375,2.0513249999999985,2.0513249999999985,0.35002783,-0.35002782940864563,0.35002782940864563,21.46875,-15.25445,15.25445,20.46875,2.3169499999999985,2.3169499999999985,42.0625,-13.0625,13.0625,110.09097
ID875119737,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,5.8,5.8,23.2,34.8,29.0,25,13.734376,9.465624046325683,9.465624046325683,4.3181024,1.4818976402282713,1.4818976402282713,3.968305,1.8316948890686033,1.8316948890686033,18.203125,10.796875,10.796875,22.421875,12.378124999999997,12.378124999999997,109.4384
ID95050718,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,2.3081,15.0024,21.3496,38.66,23.6576,16,15.0546875,6.294912499999999,6.294912499999999,2.3255024,-0.017402395629882772,0.017402395629882772,7.805095,7.197304804229736,7.197304804229736,16.9375,6.720099999999999,6.720099999999999,25.171875,13.488124999999997,13.488124999999997,109.13944
ID1108283583,train/ID1108283583.jpg,2015/8/19,Vic,Phalaris_Ryegrass_Clover,0.83,5.5,5.773,7.2162,40.4108,53.4,46.1838,19,27.578125,12.832675000000002,12.832675000000002,7.805095,-2.032095195770264,2.032095195770264,6.361104,0.8550959884643552,0.8550959884643552,35.5,10.683799999999998,10.683799999999998,41.6875,11.712499999999999,11.712499999999999,108.37388
ID1789834546,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,6.5244,14.8756,21.4,42.8,27.9244,18,14.281251,7.118749046325682,7.118749046325682,6.770679,-0.24627899703979494,0.24627899703979494,31.9375,-17.0619,17.0619,21.65625,6.268149999999999,6.268149999999999,54.28125,-11.481250000000003,11.481250000000003,107.95207
ID1618145129,train/ID1618145129.jpg,2015/11/10,Tas,Ryegrass_Clover,0.84,4.1667,0.0,10.3826,37.1257,47.5083,37.1257,24,28.859375,8.266325000000002,8.266325000000002,0.24105027,-0.24105027318000793,0.24105027318000793,29.015625,-18.633025,18.633025,28.171875,8.953825000000002,8.953825000000002,57.34375,-9.835450000000002,9.835450000000002,105.96023
ID1036339023,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,23.0755,2.6135,32.191,57.88,55.2665,9,38.5,-6.3089999999999975,6.3089999999999975,23.34375,-0.2682499999999983,0.2682499999999983,9.1797905,-6.566290496826172,6.566290496826172,61.21875,-5.952249999999999,5.952249999999999,71.125,-13.244999999999997,13.244999999999997,103.10001
ID6269659,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,35.9533,16.3424,2.3346,54.6304,38.2879,0,18.546875,-16.212274999999998,16.212274999999998,13.554688,22.398611546325682,22.398611546325682,15.359375,0.9830250000000014,0.9830250000000014,32.5,5.7879000000000005,5.7879000000000005,48.5625,6.067900000000002,6.067900000000002,101.65988
ID383231615,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,3.1698,5.7057,24.7245,33.6,27.8943,16,25.6875,-0.963000000000001,0.963000000000001,11.781258,-8.61145762939453,8.61145762939453,7.918333,-2.212633053588867,2.212633053588867,37.8125,-9.918199999999999,9.918199999999999,45.6875,-12.087499999999999,12.087499999999999,100.72601
ID1954669045,train/ID1954669045.jpg,2015/6/30,Vic,Phalaris_Clover,0.78,2.8,6.859,10.469,18.772,36.1,25.631,4,9.4141445,9.357855484008788,9.357855484008788,1.4958618,5.363138231277466,5.363138231277466,15.5703125,-5.101312500000001,5.101312500000001,11.343761,14.287238555908203,14.287238555908203,26.5625,9.537500000000001,9.537500000000001,100.54259
ID1948354837,train/ID1948354837.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.63,5.0,0.0,14.4659,19.0341,33.5,19.0341,2,32.375,-13.340900000000001,13.340900000000001,1.547768,-1.547767996788025,1.547767996788025,3.4332066,11.03269344177246,11.03269344177246,35.5625,-16.5284,16.5284,39.09375,-5.59375,5.59375,100.49218
ID1473228876,train/ID1473228876.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.72,8.0,0.0,10.0135,28.0865,38.1,28.0865,2,41.5,-13.413499999999999,13.413499999999999,0.31602976,-0.31602975726127625,0.31602975726127625,1.8869761,8.12652387714386,8.12652387714386,43.6875,-15.600999999999999,15.600999999999999,45.40625,-7.306249999999999,7.306249999999999,99.97511
ID488873801,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,0.7552,8.3076,22.9088,31.9716,23.664,16,9.554758,13.354041928100585,13.354041928100585,3.6608136,-2.905613570022583,2.905613570022583,8.047195,0.26040456542968826,0.26040456542968826,13.085939,10.578060592651369,10.578060592651369,21.625,10.346599999999999,10.346599999999999,94.58922
ID1620371305,train/ID1620371305.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,10.0,17.0913,6.4092,57.0895,80.59,74.1808,9,40.46875,16.62075,16.62075,21.03125,-3.9399499999999996,3.9399499999999996,11.898444,-5.489244175720215,5.489244175720215,60.78125,13.399550000000005,13.399550000000005,73.5,7.090000000000003,7.090000000000003,93.23406
ID1148528732,train/ID1148528732.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,3.2,12.4113,0.0,28.0887,40.5,40.5,22,18.484375,9.604325,9.604325,7.227289,5.184010800170899,5.184010800170899,9.101674,-9.10167407989502,9.10167407989502,24.78125,15.71875,15.71875,33.84375,6.65625,6.65625,91.764404
ID142751858,train/ID142751858.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,15.3953,2.417,33.2077,51.02,48.603,15,31.40625,1.8014500000000027,1.8014500000000027,27.90625,-12.51095,12.51095,3.0970178,-0.6800177650451662,0.6800177650451662,59.40625,-10.803249999999998,10.803249999999998,61.21875,-10.198749999999997,10.198749999999997,91.37244
ID2091439402,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,1.0962,4.9327,22.4712,28.5,23.5673,16,28.5625,-6.0913,6.0913,2.2500443,-1.1538443458557128,1.1538443458557128,9.898488,-4.96578804473877,4.96578804473877,30.65625,-7.0889500000000005,7.0889500000000005,40.71875,-12.21875,12.21875,91.009
ID1403107574,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,22.69,0.0,0.0,22.69,22.69,6,6.3962007,-6.396200656890869,6.396200656890869,5.0028353,17.687164726257325,17.687164726257325,2.555448,-2.555448055267334,2.555448055267334,11.937507,10.752493324279786,10.752493324279786,14.8046875,7.885312500000001,7.885312500000001,90.24005
ID194823383,train/ID194823383.jpg,2015/7/8,WA,Clover,0.66,3.0,4.91,0.0,20.8,25.71,25.71,21,2.144151,18.655849027633668,18.655849027633668,23.046875,-18.136875,18.136875,5.655847,-5.655847072601318,5.655847072601318,24.75,0.9600000000000009,0.9600000000000009,31.484375,-5.774374999999999,5.774374999999999,87.75357
ID1894998379,train/ID1894998379.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,4.3,13.4778,35.0985,8.4236,57.0,21.9015,1,24.15625,-15.73265,15.73265,9.632878,3.844921696472168,3.844921696472168,19.484375,15.614125000000001,15.614125000000001,32.90625,-11.004750000000001,11.004750000000001,52.0,5.0,5.0,87.330956
ID443091455,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,22.2594,11.9858,26.2547,60.5,48.5142,18,27.34375,-1.0890500000000003,1.0890500000000003,10.226599,12.032801260375976,12.032801260375976,28.3125,-16.326700000000002,16.326700000000002,38.3125,10.201700000000002,10.201700000000002,67.5625,-7.0625,7.0625,87.007935
ID423506847,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,0.9821,10.8036,43.2143,55.0,44.1964,22,35.625,7.5893000000000015,7.5893000000000015,0.1020854,0.8800146033525467,0.8800146033525467,11.640634,-0.8370335830688482,0.8370335830688482,32.875,11.321399999999997,11.321399999999997,44.53125,10.46875,10.46875,86.33943
ID317990700,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,0.0,38.1288,27.5062,65.635,27.5062,26,33.875,-6.3688,6.3688,0.49555355,-0.49555355310440063,0.49555355310440063,40.5625,-2.4337000000000018,2.4337000000000018,35.46875,-7.96255,7.96255,77.375,-11.739999999999995,11.739999999999995,86.26722
ID2002797732,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,0.55,3.3,9.35,13.2,9.9,13,13.148439,-3.798439407348633,3.798439407348633,3.033709,-2.4837090492248537,2.4837090492248537,7.8558564,-4.555856418609619,4.555856418609619,16.59375,-6.69375,6.69375,25.171875,-11.971875,11.971875,84.75943
ID1471216911,train/ID1471216911.jpg,2015/9/30,Vic,Phalaris_Clover,0.85,16.0,67.8977,11.4857,28.8667,108.25,96.7643,9,44.03125,-15.164549999999998,15.164549999999998,54.8125,13.0852,13.0852,17.171875,-5.686175,5.686175,97.625,-0.8606999999999942,0.8606999999999942,117.3125,-9.0625,9.0625,84.56447
ID1624268863,train/ID1624268863.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.56,4.0,0.0,10.168,22.932,33.1,22.932,2,34.09375,-11.161750000000001,11.161750000000001,1.0754524,-1.075452446937561,1.075452446937561,2.7569933,7.411006706237792,7.411006706237792,37.1875,-14.255500000000001,14.255500000000001,40.09375,-6.993749999999999,6.993749999999999,83.166565
ID605134229,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,3.6166,3.6166,3.3755,10.6087,6.9921,16,7.766049,-4.390548908233642,4.390548908233642,5.7648597,-2.148259676361084,2.148259676361084,8.211209,-4.594609297180176,4.594609297180176,13.585938,-6.593838453674317,6.593838453674317,22.296875,-11.688175,11.688175,81.5027
ID1268934251,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,0.0,24.7869,17.2131,42.0,17.2131,1,27.609375,-10.396275,10.396275,0.25964266,-0.25964266061782837,0.25964266061782837,25.03125,-0.24435000000000073,0.24435000000000073,27.3125,-10.0994,10.0994,51.875,-9.875,9.875,79.97835
ID750820644,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,0.0,38.9588,28.2559,67.2147,28.2558,17,26.828125,1.4277750000000005,1.4277750000000005,0.20302239,-0.20302239060401917,0.20302239060401917,29.578125,9.380674999999997,9.380674999999997,26.1875,2.0683000000000007,2.0683000000000007,55.375,11.839699999999993,11.839699999999993,79.95249
ID1510574031,train/ID1510574031.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,7.2336,14.4672,19.4992,41.2,26.7328,18,12.195317,7.303882731628416,7.303882731628416,12.140631,-4.907030722045898,4.907030722045898,26.546875,-12.079675,12.079675,24.53125,2.201550000000001,2.201550000000001,51.75,-10.549999999999997,10.549999999999997,78.955025
ID1993907137,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,0.1834,12.8356,15.9528,28.9718,16.1362,17,11.75782,4.194979870605469,4.194979870605469,0.49765584,-0.31425583872795104,0.31425583872795104,27.90625,-15.07065,15.07065,12.007818,4.1283817779541,4.1283817779541,39.03125,-10.059449999999998,10.059449999999998,78.48708
ID1488408526,train/ID1488408526.jpg,2015/2/25,NSW,Fescue,0.48,6.0,0.0,9.8969,28.5031,38.4,28.5031,10,22.265625,6.237475,6.237475,0.25084373,-0.25084373354911804,0.25084373354911804,25.546875,-15.649975,15.649975,21.625,6.8781,6.8781,47.28125,-8.881250000000001,8.881250000000001,77.289
ID1753847361,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,34.9938,3.5437,51.2725,89.81,86.2663,9,49.53125,1.7412500000000009,1.7412500000000009,23.734375,11.259425,11.259425,9.609442,-6.065741757202149,6.065741757202149,72.4375,13.828800000000001,13.828800000000001,83.25,6.560000000000002,6.560000000000002,76.42389
ID1314135397,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,0.0,16.6678,28.0322,44.7,28.0322,2,39.4375,-11.4053,11.4053,1.4417384,-1.4417383670806885,1.4417383670806885,3.5335424,13.134257605361938,13.134257605361938,42.875,-14.8428,14.8428,46.375,-1.6749999999999972,1.6749999999999972,75.93137
ID978026131,train/ID978026131.jpg,2015/9/4,Tas,Clover,0.83,3.1667,24.6445,4.1948,12.0601,40.8994,36.7046,26,10.617212,1.4428877044677737,1.4428877044677737,14.8359375,9.8085625,9.8085625,5.402951,-1.2081507637023927,1.2081507637023927,25.765625,10.938975,10.938975,31.765625,9.133775,9.133775,75.6201
ID1343327476,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,3.1429,3.1429,37.7143,44.0,40.8571,25,27.75,9.964300000000001,9.964300000000001,3.5714855,-0.42858551940917966,0.42858551940917966,2.8929448,0.24995518722534182,0.24995518722534182,31.75,9.107100000000003,9.107100000000003,34.15625,9.84375,9.84375,74.990906
ID1963715583,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,0.34,0.0,0.7,1.04,1.04,21,6.064826,-5.364826011657715,5.364826011657715,1.8080093,-1.4680092668533324,1.4680092668533324,3.2767625,-3.2767624855041504,3.2767624855041504,8.172157,-7.132157287597656,7.132157287597656,12.007818,-10.9678182220459,10.9678182220459,74.48741
ID1962379474,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,1.4451,40.1734,17.341,58.9595,18.7861,24,17.828125,-0.4871249999999989,0.4871249999999989,0.6531774,0.7919226194381714,0.7919226194381714,29.65625,10.51715,10.51715,18.796875,-0.010774999999998869,0.010774999999998869,47.78125,11.178249999999998,11.178249999999998,73.624146
ID1035947949,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,0.4343,23.2239,10.5261,34.1844,10.9605,27,7.266324,3.259775956726074,3.259775956726074,0.60733396,-0.17303395814895628,0.17303395814895628,14.9296875,8.2942125,8.2942125,8.000336,2.9601643066406247,2.9601643066406247,23.015625,11.168774999999997,11.168774999999997,72.068275
ID332742639,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,6.4127,3.3949,19.9924,29.8,26.4051,22,12.83594,7.156459638977051,7.156459638977051,1.2620003,5.150699677658081,5.150699677658081,7.863666,-4.46876605758667,4.46876605758667,14.023438,12.381661546325684,12.381661546325684,21.875,7.925000000000001,7.925000000000001,71.835365
ID1193692654,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,0.2727,6.3317,13.4232,20.0276,13.6959,27,12.984377,0.43882309265136676,0.43882309265136676,1.7431209,-1.4704209087371827,1.4704209087371827,15.4453125,-9.1136125,9.1136125,15.1640625,-1.4681625,1.4681625,31.03125,-11.00365,11.00365,69.51253
ID1953218650,train/ID1953218650.jpg,2015/11/10,Tas,Ryegrass_Clover,0.5,3.1667,3.8,5.2,6.7,15.7,10.5,24,8.179968,-1.4799678802490233,1.4799678802490233,3.1343477,0.6656523227691649,0.6656523227691649,14.7890625,-9.5890625,9.5890625,11.976569,-1.4765691757202148,1.4765691757202148,26.578125,-10.878125,10.878125,69.06121
ID1472525822,train/ID1472525822.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.7,7.0,0.0,16.4891,30.3109,46.8,30.3109,2,41.75,-11.4391,11.4391,0.2790032,-0.27900320291519165,0.27900320291519165,3.4029808,13.086119195556641,13.086119195556641,43.9375,-13.6266,13.6266,47.625,-0.8250000000000028,0.8250000000000028,67.6949
ID1053972079,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,21.0801,7.9393,1.3688,30.3882,22.4489,26,7.844142,-6.475341960144043,6.475341960144043,6.497602,14.582498014068605,14.582498014068605,6.790188,1.1491121643066409,1.1491121643066409,15.0546875,7.394212499999998,7.394212499999998,22.5,7.888200000000001,7.888200000000001,67.6367
